,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeeid,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
160,26,No,Travel_Rarely,Research & Development,3,2,Medical,161,Female,4,Healthcare Representative,Divorced,24360,1,24,0,3,2,3,0,2,1,4,1,4,4,5.726736947791111
161,30,No,Non-Travel,Research & Development,15,3,Medical,162,Female,2,Sales Executive,Married,23800,4,18,3,9,2,5,1,4,3,4,1,2,3,7.429330655956945
162,29,No,Travel_Rarely,Research & Development,8,3,Medical,163,Female,3,Manufacturing Director,Married,194310,1,11,0,10,3,10,0,7,2,3,3,3,3,6.973972556894167
163,29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,164,Male,3,Research Scientist,Married,17900,5,16,1,6,4,2,1,1,3,2,4,2,3,6.330712851405555
164,19,Yes,Travel_Rarely,Research & Development,4,3,Medical,165,Male,1,Sales Executive,Single,76440,1,15,2,1,2,1,0,0,1,4,4,3,3,7.429799196786945
165,30,No,Non-Travel,Research & Development,2,4,Life Sciences,166,Female,3,Research Scientist,Married,51310,0,15,1,10,2,9,7,8,3,1,3,3,3,6.448983712628055
166,57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,167,Male,4,Research Scientist,Divorced,63060,3,12,1,32,3,1,0,0,1,4,2,3,3,5.835846720214167
167,50,No,Travel_Rarely,Sales,10,4,Life Sciences,168,Female,3,Manager,Married,47870,0,12,0,28,3,27,15,7,2,3,3,3,3,7.005148371262778
168,30,No,Non-Travel,Sales,10,2,Life Sciences,169,Male,3,Laboratory Technician,Single,188800,0,22,1,12,3,11,6,7,3,4,2,3,4,6.059211289602778
169,60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,170,Female,4,Laboratory Technician,Married,23390,4,20,0,22,4,18,13,11,3,1,4,3,4,6.696197010263056
170,47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,171,Male,5,Manufacturing Director,Divorced,135700,5,16,2,20,2,5,0,4,1,4,3,2,3,7.213215082552223
171,46,No,Travel_Rarely,Sales,4,1,Technical Degree,172,Male,1,Laboratory Technician,Married,67120,6,21,1,26,3,3,0,1,1,3,1,2,4,6.613843150379166
172,35,No,Travel_Rarely,Research & Development,15,2,Medical,173,Female,2,Laboratory Technician,Single,54060,0,12,1,6,2,5,4,3,4,3,3,3,3,6.09344042838
173,54,No,Travel_Rarely,Research & Development,2,4,Medical,174,Male,2,Human Resources,Single,89380,7,11,3,19,2,1,0,0,3,3,3,3,3,7.405392681838333
174,34,No,Travel_Rarely,Sales,8,2,Life Sciences,175,Male,1,Laboratory Technician,Divorced,24390,3,11,2,14,2,7,5,7,4,3,3,4,3,7.1289770191877775
175,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,176,Male,1,Healthcare Representative,Married,88370,2,18,0,15,3,3,1,2,3,4,3,2,3,8.626556224899446
176,31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,177,Male,2,Research Director,Divorced,53430,1,14,1,13,3,13,0,8,3,2,4,3,3,6.04515729585
177,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,178,Female,4,Research Director,Married,67280,7,22,0,15,2,7,7,7,2,3,4,2,4,7.966945560017778
178,33,Yes,Travel_Rarely,Sales,5,4,Marketing,179,Male,2,Research Director,Divorced,66520,7,25,0,8,5,4,1,3,1,4,3,3,4,6.825259928603056
179,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,180,Male,1,Sales Executive,Single,48500,0,12,1,4,4,3,1,2,4,2,3,3,3,6.266600847835556
180,35,No,Travel_Rarely,Research & Development,12,2,Medical,181,Female,2,Sales Representative,Married,28090,4,23,1,10,2,8,0,0,4,3,3,1,4,8.626478134761111
181,31,Yes,Travel_Frequently,Research & Development,22,2,Medical,182,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,3,6.032698572065834
182,34,Yes,Travel_Frequently,Sales,17,1,Marketing,183,Male,1,Research Director,Divorced,20010,9,22,1,11,5,3,0,2,2,1,3,4,4,10.4656659973225
183,42,No,Travel_Frequently,Research & Development,2,4,Medical,184,Female,1,Research Scientist,Married,29770,4,15,3,8,3,2,2,0,2,3,3,2,3,7.402867023650001
184,36,No,Non-Travel,Research & Development,3,4,Medical,185,Male,1,Research Scientist,Single,40250,1,11,0,10,3,10,9,7,2,4,2,3,3,7.0840908076749995
185,22,Yes,Travel_Frequently,Research & Development,7,3,Medical,186,Female,2,Laboratory Technician,Single,37850,5,13,2,4,2,2,1,2,3,3,3,3,3,6.032679607318055
186,48,No,Travel_Rarely,Research & Development,6,3,Medical,187,Male,1,Laboratory Technician,Married,108540,2,14,1,14,6,9,6,7,2,4,3,3,3,6.289530343596389
187,55,No,Travel_Rarely,Research & Development,1,3,Medical,188,Female,1,Sales Executive,Single,120310,3,11,0,37,5,10,7,7,1,2,3,3,3,6.945580098170278
188,41,No,Non-Travel,Research & Development,3,2,Life Sciences,189,Female,2,Research Scientist,Single,99360,7,17,1,16,2,14,1,10,4,4,3,2,3,5.719563810798611
189,35,No,Travel_Rarely,Research & Development,22,3,Medical,190,Female,1,Sales Representative,Married,29660,9,18,0,15,2,11,6,9,2,3,3,2,3,5.628176037483056
190,40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,191,Female,2,Laboratory Technician,Single,25710,7,14,0,22,1,20,5,13,2,3,3,3,3,7.154422132976111
191,39,No,Travel_Frequently,Research & Development,12,1,Medical,192,Male,1,Research Scientist,Married,99910,1,16,1,8,3,8,0,7,3,3,3,3,3,6.863467202141666
192,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,193,Male,3,Research Director,Single,61420,4,13,2,10,2,6,0,5,2,4,4,2,3,8.479462293618889
193,42,No,Travel_Rarely,Research & Development,5,3,Medical,194,Male,3,Sales Executive,Married,53900,1,14,0,10,3,10,5,8,4,1,2,3,3,10.24335229808111
194,45,No,Travel_Rarely,Research & Development,2,1,Medical,195,Female,4,Sales Executive,Married,44040,0,23,0,9,2,8,3,7,4,2,4,3,4,6.725804328424722
195,26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,196,Female,2,Laboratory Technician,Divorced,59930,0,12,0,8,3,7,1,0,3,3,2,3,3,9.005943775100278
196,29,No,Travel_Rarely,Research & Development,5,3,Medical,197,Male,1,Research Scientist,Divorced,51300,4,11,0,8,3,3,1,2,4,4,4,2,3,6.769503569834722
197,33,No,Travel_Rarely,Research & Development,16,3,Medical,198,Female,1,Laboratory Technician,Divorced,20900,4,16,0,10,2,6,0,5,1,3,3,3,3,7.1647534582775005
198,31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,199,Female,1,Sales Executive,Divorced,29090,9,14,2,10,2,5,0,1,3,4,2,3,3,6.307388442659445
199,18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,200,Male,1,Sales Executive,Single,34680,1,18,2,0,4,0,0,0,2,2,3,4,3,8.933678045515277
200,40,No,Non-Travel,Research & Development,1,4,Technical Degree,201,Female,2,Laboratory Technician,Divorced,30680,3,19,0,20,3,1,0,1,3,1,3,2,3,6.604520303435833
201,41,No,Non-Travel,Research & Development,23,3,Life Sciences,202,Male,2,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7,1,3,3,2,3,8.58350066934389
202,26,No,Travel_Rarely,Research & Development,9,4,Medical,203,Male,3,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0,1,3,3,2,3,5.532923917893611
203,35,No,Travel_Rarely,Research & Development,16,4,Medical,204,Male,2,Human Resources,Single,95260,1,15,0,5,2,5,0,3,1,3,3,2,3,5.792482150825277
204,34,No,Travel_Rarely,Research & Development,26,3,Medical,205,Male,1,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7,4,4,3,2,3,6.097392904953055
205,26,Yes,Travel_Rarely,Sales,1,3,Marketing,206,Female,2,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0,3,4,1,1,4,8.189085229808056
206,37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,207,Male,1,Sales Executive,Single,41930,4,16,1,12,5,6,1,2,2,4,4,3,3,7.1227253458275
207,46,No,Travel_Frequently,Research & Development,4,1,Medical,208,Male,5,Human Resources,Married,29110,5,13,0,28,3,2,1,2,1,3,2,3,3,5.6736189201247225
208,41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,209,Male,1,Research Director,Married,26610,7,14,1,22,2,18,11,8,2,1,3,3,3,7.396790495314445
209,37,No,Non-Travel,Research & Development,7,2,Medical,210,Male,1,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7,1,2,3,3,3,7.265457385095833
210,52,No,Travel_Rarely,Sales,2,1,Medical,211,Male,1,Laboratory Technician,Divorced,99800,0,11,1,18,2,10,6,9,4,1,3,3,3,8.89344489067361
211,32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,212,Female,2,Research Director,Married,32980,8,22,0,6,4,4,1,2,4,3,3,2,4,5.800688308790555
212,24,No,Travel_Frequently,Sales,22,3,Life Sciences,213,Female,1,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1,4,4,3,2,3,5.861314145470555
213,38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,214,Female,1,Research Scientist,Married,154270,3,16,1,18,2,1,0,0,3,3,3,3,3,5.778331102186389
214,37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,215,Female,5,Research Scientist,Married,39440,6,11,2,8,3,6,4,3,2,2,2,3,3,6.566608656849445
215,49,No,Travel_Rarely,Sales,21,1,Life Sciences,216,Male,1,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9,4,3,3,1,3,10.43528558679139
216,24,No,Travel_Rarely,Sales,1,3,Marketing,217,Female,1,Sales Executive,Married,34070,1,15,2,6,2,6,1,4,2,4,3,2,3,8.333743864346111
217,26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,218,Female,4,Sales Executive,Married,119940,1,14,1,6,6,5,1,4,1,2,4,3,3,7.175858991521389
218,24,No,Travel_Rarely,Sales,7,3,Medical,219,Female,1,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0,4,2,3,1,3,6.3577933958052775
219,50,No,Travel_Frequently,Sales,2,2,Marketing,220,Male,1,Sales Executive,Married,29600,1,14,3,32,2,32,10,7,1,2,3,3,3,6.652788933511667
220,25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,221,Male,1,Research Scientist,Married,190940,1,16,0,7,3,7,0,6,2,3,3,2,3,6.754674252565556
221,24,Yes,Travel_Frequently,Research & Development,2,3,Medical,222,Male,2,Research Scientist,Married,39190,1,21,0,6,3,6,1,2,1,3,3,3,4,10.695008924587222
222,30,Yes,Travel_Frequently,Research & Development,9,3,Other,223,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,3,6.4357128514055555
223,34,No,Travel_Rarely,Sales,6,2,Life Sciences,224,Male,4,Research Director,Married,102480,1,12,1,6,4,6,1,3,2,4,3,3,3,8.2626695671575
224,31,Yes,Travel_Rarely,Research & Development,9,1,Medical,225,Female,1,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2,2,1,1,2,3,6.4150401606425005
225,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,226,Female,5,Sales Executive,Single,24960,4,17,3,9,3,3,0,2,1,4,3,3,3,7.606242748772777
226,31,No,Travel_Rarely,Sales,1,3,Marketing,227,Female,2,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7,1,4,4,3,3,5.930352521195833
227,27,No,Travel_Rarely,Sales,22,4,Medical,228,Male,1,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3,1,3,2,3,3,7.571142347166389
228,37,No,Travel_Rarely,Sales,9,4,Marketing,229,Female,2,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0,4,3,2,3,3,8.668834225791944
229,20,No,Travel_Rarely,Research & Development,17,4,Medical,230,Female,1,Sales Representative,Single,22930,1,13,2,1,3,1,0,0,4,2,4,1,3,6.8905856760372215
230,42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,231,Female,2,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2,3,4,3,3,3,7.069645247657222
231,43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,232,Female,2,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0,2,4,2,3,3,8.546011825078056
232,38,No,Travel_Rarely,Human Resources,2,4,Medical,233,Male,1,Human Resources,Single,20140,3,17,1,8,5,0,0,0,3,1,2,4,3,6.611214859437499
233,43,No,Travel_Frequently,Sales,4,3,Medical,234,Female,2,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,3,8.906508255243056
234,48,No,Travel_Rarely,Research & Development,8,1,Medical,235,Male,2,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,3,6.6784381972333335
235,44,No,Travel_Rarely,Sales,29,4,Marketing,236,Male,2,Sales Executive,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,4,6.138874386434445
236,34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,237,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,4,7.8621485943775
237,27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,238,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,3,1,3,3,3,6.2227097278
238,21,No,Travel_Rarely,Sales,16,2,Life Sciences,239,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,3,6.681176929941945
239,44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,240,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,3,8.0619946452475
240,22,No,Travel_Rarely,Research & Development,2,2,Medical,241,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,3,5.5039223560908335
241,33,No,Travel_Rarely,Sales,13,4,Marketing,242,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,3,6.872726461401111
242,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,243,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,3,9.113620035698332
243,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,244,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,3,6.957549085229722
244,53,No,Travel_Rarely,Research & Development,24,3,Other,245,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,3,6.713782909415278
245,34,No,Travel_Rarely,Research & Development,1,5,Medical,246,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,3,7.139743418116667
246,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,247,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,6.935332440874444
247,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,248,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,3,9.763126952253334
248,37,No,Travel_Rarely,Research & Development,4,3,Medical,249,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,5.940423917893611
249,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,250,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,6.4004395359213895
250,35,No,Travel_Rarely,Research & Development,10,5,Medical,251,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,6.335101517179722
251,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,252,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,7.303647925033333
252,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,253,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,3,5.867930611334167
253,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,254,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,10.187155287817777
254,27,No,Travel_Rarely,Sales,9,3,Marketing,255,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,6.468837572512222
255,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,256,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,8.247884872824443
256,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,257,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,10.2773058902275
257,35,No,Non-Travel,Research & Development,2,1,Medical,258,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,6.244544846050833
258,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,259,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,6.662835787594722
259,25,No,Travel_Rarely,Research & Development,11,3,Medical,260,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,7.434014948683611
260,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,261,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,6.607641677822222
261,29,No,Travel_Frequently,Sales,2,4,Life Sciences,262,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,7.178524096385278
262,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,263,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,6.556758143685833
263,27,No,Travel_Frequently,Sales,4,3,Technical Degree,264,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,8.350902498884166
264,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,265,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,6.994064033913333
265,50,No,Travel_Rarely,Sales,5,3,Medical,266,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,9.009363007585833
266,34,No,Travel_Rarely,Research & Development,18,1,Medical,267,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,6.355066934404166
267,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,268,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,7.271326416778056
268,39,No,Travel_Rarely,Research & Development,12,5,Medical,269,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,6.281166889781111
269,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,270,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,7.423312137438612
270,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,271,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,8.106145693886388
271,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,272,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,6.7047991967869445
272,27,No,Travel_Rarely,Research & Development,10,3,Medical,273,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,6.039949799196666
273,32,No,Travel_Rarely,Sales,1,3,Medical,274,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,3,4,3,3,3,7.327186523873055
274,47,No,Travel_Rarely,Research & Development,2,3,Medical,275,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,6.231782686300556
275,40,No,Travel_Frequently,Research & Development,3,4,Medical,276,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,8.373831994645
276,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,277,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,6.24047188755
277,41,No,Travel_Rarely,Sales,6,3,Medical,278,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,7.029294957608055
278,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,279,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,6.290203034359444
279,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,280,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,6.991514948683611
280,41,No,Travel_Rarely,Research & Development,3,3,Medical,281,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,5.771757028112222
281,50,No,Travel_Rarely,Sales,9,3,Life Sciences,282,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,6.734070727353611
282,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,283,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,7.447954038375555
283,36,No,Non-Travel,Research & Development,10,4,Technical Degree,284,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,5.7542179830430555
284,38,No,Travel_Rarely,Research & Development,1,3,Medical,285,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,9.025584560463889
285,44,No,Non-Travel,Research & Development,8,2,Life Sciences,286,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,5.9119422132975
286,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,287,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,7.638302097277777
287,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,288,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,7.0378201695669445
288,29,No,Travel_Rarely,Research & Development,1,2,Medical,289,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,6.252341588576389
289,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,290,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,9.603630075858888
290,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,291,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,6.727218875501944
291,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,292,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,6.253431503792778
292,23,No,Travel_Rarely,Sales,13,3,Marketing,293,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,7.239323962516667
293,39,No,Travel_Rarely,Sales,2,4,Marketing,294,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,6.0935854529227775
294,56,No,Travel_Rarely,Research & Development,2,4,Medical,295,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,3,6.677523427041389
295,40,No,Travel_Rarely,Sales,9,3,Marketing,296,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,3,8.268165997322502
296,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,297,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,3,7.350047969656389
297,29,No,Travel_Rarely,Sales,20,3,Marketing,298,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,3,6.514453369031667
298,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,299,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,3,5.7221552878177775
299,35,No,Non-Travel,Research & Development,5,1,Medical,300,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,3,6.585214190093611
300,32,No,Travel_Frequently,Sales,4,4,Life Sciences,301,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,3,4,3,1,3,7.115717313699166
